idx,class,conversation
4182,일반 대화,"['자기야', '요즘', '운동', '해야', '할', '거', '같아', '갑자기', '어제', '거울', '봤는데', '살짝', '붓기', '있는', '거', '같아서', '아니야', '원래', '예뻐', '건강', '위해', '운동', '하는', '건', '좋지']"
4183,일반 대화,"['자기야', '갑자기', '아이스크림', '먹고', '싶어', '나도', '거', '운명', '인가', '편의점', '가서', '아이스크림', '털자', '좋지', '초코', '랑', '딸기', '맛', '사야겠다', '헐', '나도', '생각', '했어']"
4184,일반 대화,"['오늘', '하루', '잘', '보냈어', '덕분', '더', '좋았어', '감동', '인데', '나도', '덕분', '기분', '역시', '는', '서로', '비타민', '인가', '랑', '있으면', '피곤해도', '행복해']"
4185,일반 대화,"['자기야', '오늘', '강아지', '랑', '놀았는데', '너무', '행복했어', '헐', '강아지', '엄청', '작고', '털', '북슬북슬', '한', '애', '완전', '인형', '같았어', '나도', '보고', '싶다', '보러', '가자', '랑', '보면', '더', '좋을', '듯']"
4186,일반 대화,"['자기야', '오늘', '저녁', '뭐', '먹지', '음', '뭔가', '면', '요리', '땡기는데', '나도', '라멘', '이나', '파스타', '완전', '좋지', '랑', '먹으면', '더', '맛있을', '거', '같아', '얼른', '만나서', '먹자']"
4187,일반 대화,"['자기야', '지금', '하늘', '뭐', '있어', '노을', '진짜', '예쁘게', '졌어', '색깔', '대박', '이야', '헐', '사진', '찍어서', '보내줘', '직접', '봐야', '감동', '인데']"
4188,일반 대화,"['자기야', '요즘', '게임', '너무', '많이', '하는', '거', '같아', '갑자기', '어제', '밤새서', '했더니', '눈', '너무', '아파', '오늘', '은', '랑', '얘기', '쉬어', '그게', '더', '좋을', '거', '같아']"
4189,일반 대화,"['자기야', '오늘', '하루', '종일', '생각', '했어', '헐', '진짜', '그냥', '뭘', '하든', '랑', '하면', '더', '재밌을', '거', '같아서', '감동', '이야', '나도', '생각', '많이', '했어', '역시', '는', '텔레파시', '통', '하는', '사이']"
4190,일반 대화,"['자기야', '오늘', '하루', '도', '수고', '했어', '고마워', '두', '오늘', '뭐', '맛있는', '거', '먹고', '마무리', '할까', '완전', '좋지', '치킨', '역시', '랑은', '치킨', '이지']"
4191,일반 대화,"['자기야', '갑자기', '옛날', '사진', '보다가', '빵', '터졌어', '뭐', '봤는데', '예전', '찍은', '사진', '봤는데', '머리', '저랬냐', '나도', '사진', '보면', '웃겨', '다', '스타일', '독특했어', '도', '좋았지만', '지금', '세련', '됐다']"
4192,일반 대화,"['자기야', '집', '가는', '길', '노래방', '있더라', '헐', '노래방', '오랜', '만이', '다', '나중', '한', '번', '가자', '좋지', '애창', '곡', '뭐', '부끄러워서', '비밀', '가면', '알려줄게']"
4193,일반 대화,"['자기야', '주말', '뭐', '할까', '음', '아무', '계획', '없는데', '뭐', '하고', '싶어', '그냥', '집', '넷플릭스', '보면서', '과자', '먹을래', '완전', '좋지', '영화', '정', '하는', '건', '한테', '맡길게', '내', '재밌는', '거', '찾아놓을게']"
4194,일반 대화,"['자기야', '어제', '너무', '피곤해서', '그냥', '쓰러져', '잤어', '헐', '밥', '은', '챙겨', '먹었어', '씻다가', '그대로', '침대', '누워', '버림', '자기야', '그러지', '말고', '밥', '잘', '챙겨', '먹어야지', '엔', '내', '저녁', '챙겨줄까']"
4195,일반 대화,"['자기야', '오늘', '이상한', '꿈', '꿨어', '뭔', '데', '꿈이었어', '갑자기', '초능력', '생겨서', '날아다니는', '거야', '뭐', '완전', '히어로', '능력', '뭐', '였어', '치킨', '초', '만에', '배달', '할', '수', '있는', '능력']"
4196,일반 대화,"['자기야', '아침', '커피', '세', '잔', '마셨더니', '손', '떨려', '헐', '그렇게', '많이', '마셨어', '그냥', '너무', '졸려서', '근데', '효과', '없음', '그럴', '줄', '이제', '물', '마셔', '카페인', '그만', '먹고', '알겠어', '오후', '한', '잔', '더', '마실지도']"
4197,일반 대화,"['자기야', '방금', '너무', '귀여운', '고양이', '봤어', '고양이', '길', '만났는데', '쳐다보면서', '갑자기', '배', '까고', '누워', '버리는', '거야', '헐', '대박', '귀엽겠다', '사진', '찍었어', '너무', '귀여워서', '넋', '놓고', '바라보다가', '놓쳤어']"
4198,일반 대화,"['자기야', '새벽', '감성', '터져서', '예전', '대화', '다시', '봤어', '뭐', '감동', '이었어', '진짜', '별거', '아닌', '얘기', '씩', '통화', '했더라', '그니까', '도', '지금', '도', '랑', '얘기', '하는', '게', '제일', '재밌어', '앞', '으로도', '계속', '그렇게', '오래오래', '얘기', '하자']"
4199,일반 대화,"['자기야', '오늘', '이렇게', '안', '가는', '거', '같지', '일이', '많아서', '런가', '그런', '도', '있고', '그냥', '보고', '싶어서', '런가', '뭐', '갑자기', '로맨틱', '하네', '나도', '보고', '싶어', '오늘', '저녁', '볼까']"
4200,일반 대화,"['자기야', '요즘', '너무', '지쳐', '있어', '그냥', '일도', '많고', '사람', '한테', '치이는', '느낌', '이야', '자기야', '힘들', '땐', '한테', '다', '말', '해도', '돼', '랑', '얘기', '하면', '나아지는', '거', '같아']"
4201,일반 대화,"['자기야', '요즘', '자존감', '너무', '떨어지는', '거', '같아', '있었어', '그냥', '보다', '잘', '하는', '사람', '보면', '만', '뒤', '처지는', '기분', '이야', '자기야', '비교', '하지', '마', '만의', '속도', '가도', '충분해', '고마워', '말', '들으니까', '위로', '된다']"
4202,일반 대화,"['요즘', '회사', '가기', '싫어', '죽겠어', '헐', '인데', '그냥', '상사', '너무', '스트레스', '말', '도', '험하게', '하고', '자기야', '진짜', '힘들겠다', '랑', '얘기', '하니까', '풀리는', '거', '같아']"
4203,일반 대화,"['자기야', '친구', '관계', '요즘', '너무', '힘들어', '있어', '그냥', '가끔', '내', '거기', '있어도', '없어도', '상관없는', '느낌', '이야', '그런', '친구', '이면', '거리', '둬도', '괜찮아', '내', '너무', '예민한가', '싶기도', '하고']"
4204,일반 대화,"['자기야', '요즘', '너무', '우울해', '헐', '있었어', '그냥', '매일', '똑같고', '특별한', '도', '없고', '기분', '가라앉아', '자기야', '그럴', '땐', '내', '기분', '풀어줄게', '진짜', '오늘', '위로', '해줘']"
4205,일반 대화,"['요즘', '너무', '피곤해', '요즘', '잠', '못', '신경', '쓸', '게', '많아서', '잠도', '잘', '안', '자기야', '그러다', '몸', '상해', '쉬어야', '해', '알겠어', '말', '들으니까', '그래야겠어']"
4206,일반 대화,"['자기야', '요즘', '미래', '대한', '고민', '많아', '고민', '그냥', '내', '가고', '있는', '길이', '맞나', '싶어', '자기야', '뭐', '든지', '하고', '싶은', '걸', '하면', '돼', '고마워', '더', '신중하게', '생각', '해볼게']"
4207,일반 대화,"['자기야', '요즘', '사람', '하고', '어울리는', '게', '너무', '힘들어', '뭐', '때문', '그냥', '가식', '적', '인', '관계', '같아서', '피곤해', '그럴', '땐', '거리', '두는', '도', '방법', '이야', '마음', '제일', '중요해', '고마워', '랑', '있으면', '편해서', '너무']"
4208,일반 대화,"['자기야', '요즘', '너무', '바빠서', '한테', '신경', '못', '쓰는', '거', '같아', '소리', '난', '괜찮아', '내', '너무', '소홀한', '거', '같아서', '미안해', '자기야', '이해해', '너무', '부담', '갖지', '마', '고마워', '자기야', '진짜', '다행', '이다']"
4209,일반 대화,"['자기야', '요즘', '너무', '불안해', '뭐', '불안한데', '그냥', '막연하게', '뭐', '든', '불안하고', '실수', '할까', '걱정', '돼', '자기야', '그런', '기분', '땐', '한테', '말', '해', '참지', '마', '한테', '얘기', '하니까', '나아지는', '거', '같아']"
4210,일반 대화,"['자기야', '요즘', '너무', '인', '느낌', '이야', '있잖아', '그건', '아는데', '그냥', '주변', '사람', '멀어진', '느낌', '이야', '자기야', '내', '언제나', '곁', '있을게', '고마워', '랑', '있으면', '진짜', '위로', '돼']"
4211,일반 대화,"['요즘', '너무', '스트레스', '받아서', '폭', '식', '하는', '거', '같아', '헐', '요즘', '많이', '힘들었어', '그러다', '보니', '자꾸', '단', '거', '찾게', '돼', '괜찮아', '가끔', '그럴', '수도', '있지', '너무', '자책', '하지', '마', '말', '들으니까', '안심', '된다']"
4212,일반 대화,"['자기야', '요즘', '너무', '의욕', '없어', '있었어', '그냥', '아무', '도', '하기', '싫고', '다', '귀찮아', '그럴', '땐', '쉬어도', '돼', '너무', '스스로', '몰아', '붙이', '지', '마', '고마워', '자기야', '더', '쉬어야', '겠어']"
4213,일반 대화,"['자기야', '요즘', '너무', '예민해진', '거', '같아', '뭐', '때문', '그냥', '작은', '에도', '신경', '너무', '쓰이고', '짜증', '자기야', '너무', '힘들면', '한테', '다', '말', '해', '한테', '말', '니까', '나아지는', '거', '같아']"
4214,일반 대화,"['자기야', '지금', '너무', '우울해', '있었어', '그냥', '아무', '이유', '없이', '기분', '다운', '돼', '그럴', '는', '좋아하는', '거', '기분', '풀어', '조언', '대로', '해볼게']"
4215,일반 대화,"['자기야', '요즘', '너무', '혼란', '스러워', '인데', '그냥', '뭘', '해야', '할지', '모르겠어', '길', '잃은', '기분', '이야', '자기야', '천천히', '해도', '돼', '너무', '조급해하지', '마', '고마워', '말', '들으니까', '안정', '되는', '거', '같아']"
4216,일반 대화,"['자기야', '오늘', '하루', '종일', '기분', '별로', '였어', '있었어', '그냥', '사소한', '때문', '쌓였던', '거', '같아', '그럴', '땐', '한테', '다', '말', '해도', '돼', '한테', '말', '니까', '괜찮아지는', '거', '같아']"
4217,일반 대화,"['자기야', '요즘', '집중', '잘', '안', '돼', '생각', '많아', '그냥', '잡', '생각', '많아서', '런가', '쉬면서', '머리', '식히는', '도', '말', '대로', '한', '번', '해볼게']"
4218,일반 대화,"['자기야', '요즘', '너무', '무기', '력', '해', '뭐', '때문', '그런', '거', '같아', '그냥', '뭘', '해도', '재미없고', '아무', '도', '하기', '싫어', '그럴', '땐', '너무', '억지로', '안', '해도', '돼', '쉬어도', '괜찮아', '나도', '그럴', '필요', '있는', '거', '같아']"
4219,일반 대화,"['자기야', '요즘', '불안해서', '잠', '잘', '안', '헐', '있어', '그냥', '별거', '아닌데도', '자꾸', '걱정', '되고', '밤', '생각', '많아져', '그럴', '땐', '랑', '통화', '잠드는', '거', '좋다', '목소리', '들으면', '편해질', '거', '같아']"
4220,일반 대화,"['요즘', '너무', '바빠서', '한테', '소홀한', '거', '같아', '소리', '난', '괜찮아', '내', '잘', '챙겨주고', '싶었는데', '요즘', '너무', '정신', '없어서', '미안해', '자기야', '난', '이해해', '너무', '걱정', '하지', '마', '고마워', '덕분', '마음', '놓인다']"
4221,일반 대화,"['자기야', '요즘', '너무', '감정', '기복', '심해', '인데', '그냥', '별일', '도', '아닌데', '울컥', '하고', '기분', '왔다', '갔다', '해', '그럴', '땐', '감정', '그대로', '인정', '하고', '받아들이면', '돼', '말', '들으니까', '나아지는', '거', '같아']"
4222,일반 대화,"['자기야', '요즘', '너무', '외로운', '기분', '이야', '헐', '내', '옆', '있는데도', '랑', '있을', '땐', '괜찮은데', '있으면', '괜히', '쓸쓸해져', '내', '더', '자주', '연락', '해줄까', '랑', '얘기', '하면', '기분', '풀려']"
4223,일반 대화,"['자기야', '요즘', '회사', '너무', '스트레스', '받아', '헐', '인데', '그냥', '업무', '도', '많고', '동료', '이랑', '도', '뭔가', '안', '맞는', '느낌', '이야', '자기야', '진짜', '힘들겠다', '랑', '얘기', '하면', '위로', '되는', '거', '같아']"
4224,일반 대화,"['요즘', '너무', '피곤해서', '아무', '도', '하기', '싫어', '자기야', '그러다', '진짜', '번', '아웃', '올', '수도', '있어', '런가', '그냥', '매일', '똑같은', '반복', '이라', '런가', '그럴', '는', '한테', '보상', '줘', '맛있는', '거', '먹고', '푹', '쉬자', '그거', '좋은데', '도', '먹어줄', '거지']"
4225,일반 대화,"['자기야', '요즘', '한테', '너무', '실망', '스러워', '헐', '있었어', '그냥', '계획', '한', '거', '도', '못', '지키고', '계속', '미뤄지는', '느낌', '이야', '자기야', '천천히', '해도', '돼', '너무', '스스로', '몰아', '붙이', '지', '마', '고마워', '덕분', '마음', '편해졌어']"
4226,일반 대화,"['요즘', '사람', '이랑', '대화', '하는', '게', '너무', '피곤해', '뭐', '때문', '그냥', '가식', '적', '인', '느낌', '너무', '강해서', '솔직하게', '말', '도', '못', '하겠어', '자기야', '힘들면', '굳이', '애써', '맞출', '필요', '없어', '맞아', '나도', '이제', '거리', '둬야', '할', '거', '같아']"
4227,일반 대화,"['자기야', '요즘', '너무', '예민한', '거', '같아', '인데', '그냥', '사소한', '에도', '신경', '곤', '두', '서고', '짜증', '쉽게', '자기야', '그럴', '일수록', '한테', '도', '더', '너그러워져야', '해', '한테', '말', '니까', '진정', '되는', '거', '같아']"
4228,일반 대화,"['자기야', '요즘', '너무', '조급해', '뭐', '그렇게', '신경', '쓰여', '그냥', '남', '보다', '뒤', '처지는', '거', '같고', '계속', '초조해', '자기야', '속도', '는', '중요하지', '않아', '만의', '길', '가면', '돼', '고마워', '덕분', '안심', '된다']"
4229,일반 대화,"['자기야', '요즘', '너무', '많이', '먹는', '거', '같아', '헐', '갑자기', '그런', '생각', '들어', '그냥', '스트레스', '받을', '마다', '먹어서', '런가', '괜찮아', '가끔', '그런', '날', '도', '있는', '거지', '너무', '신경', '쓰지', '마', '조절', '먹어야겠어']"
4230,일반 대화,"['자기야', '요즘', '너무', '혼란', '스러워', '인데', '그냥', '내', '가는', '길이', '맞나', '싶어', '확신', '안', '들어', '자기야', '고민', '될', '땐', '쉬면서', '다시', '생각', '해보는', '도', '말', '들으니까', '마음', '가라앉는다']"
4231,일반 대화,"['자기야', '요즘', '너무', '쉽게', '지치는', '거', '같아', '헐', '피곤해서', '그런', '거', '아냐', '그런', '도', '있지만', '그냥', '의욕', '안', '생겨', '그럴', '땐', '무리하지', '말고', '쉬는', '도', '방법', '이야', '맞아', '말', '대로', '해볼게']"
4232,일반 대화,"['자기야', '요즘', '너무', '예민해졌어', '있었어', '그냥', '사소한', '거', '에도', '감정', '확', '올라오고', '짜증', '도', '자기야', '그런', '감정', '도', '자연스러운', '거야', '스스로', '너무', '몰아', '붙이', '지', '마', '고마워', '덕분', '진정', '되는', '거', '같아']"
4233,일반 대화,"['자기야', '요즘', '너무', '외롭다', '헐', '내', '있는데도', '그냥', '주변', '사람', '과의', '거리', '감', '느껴져서', '자기야', '내', '항상', '옆', '있으니까', '너무', '걱정', '하지', '마', '덕분', '덜', '외로운', '거', '같아']"
4234,일반 대화,"['자기야', '요즘', '너무', '초조해', '걱정', '이야', '그냥', '뭘', '하든', '결과', '빨리', '안', '나오니까', '답답해', '자기야', '결과', '보다', '과정', '더', '중요해', '너무', '조급해하지', '마', '맞아', '말', '대로', '천천히', '생각', '해볼게']"
4235,일반 대화,"['자기야', '오늘', '기분', '너무', '다운', '돼', '헐', '있었어', '그냥', '별일', '없었는데도', '계속', '축', '처지는', '느낌', '이야', '그럴', '는', '랑', '맛있는', '거', '먹으면서', '기분', '풀까', '너무', '랑', '있으면', '확실히', '나아질', '거', '같아']"
4236,일반 대화,"['자기야', '요즘', '너무', '피곤해', '잠', '제대로', '못', '잤어', '요즘', '신경', '쓸', '게', '많아서', '런가', '자기야', '그러다', '쓰러진다', '오늘', '은', '푹', '쉬자', '말', '들으니까', '그게', '맞는', '거', '같아']"
4237,일반 대화,"['자기야', '요즘', '너무', '스트레스', '받아', '뭐', '때문', '그냥', '계속', '해야', '할', '쌓여', '있어서', '압박', '감', '심해', '그럴', '땐', '씩', '천천히', '해도', '돼', '너무', '몰아', '붙이', '지', '마', '조언', '대로', '차근차근', '해볼게']"
4238,일반 대화,"['자기야', '요즘', '너무', '외로운', '느낌', '이야', '헐', '내', '있는데도', '그건', '알', '그냥', '있는', '많아지니까', '런가', '내', '더', '자주', '연락', '해줄까', '랑', '얘기', '하면', '확실히', '덜', '외로워']"
4239,일반 대화,"['자기야', '요즘', '너무', '예민한', '거', '같아', '뭐', '신경', '쓰여', '그냥', '작은', '에도', '신경', '곤', '두', '서고', '예민하게', '반응', '하는', '거', '같아', '괜찮아', '그런', '날', '도', '있는', '거지', '한테', '너무', '엄격해지지', '마', '고마워', '덕분', '마음', '가라앉아']"
4240,일반 대화,"['자기야', '요즘', '너무', '쉽게', '지치는', '거', '같아', '있었어', '그냥', '뭘', '해도', '에너지', '없고', '계속', '피곤해', '요즘', '잠', '제대로', '못', '자는', '거', '아니야', '그런', '거', '같아', '말', '듣고', '일찍', '자야겠다']"
4241,일반 대화,"['자기야', '요즘', '너무', '불안해', '걱정', '있어', '그냥', '막연하게', '뭘', '해도', '확신', '안', '들어', '그럴', '땐', '너무', '조급해하지', '말고', '한', '발', '물러서서', '생각', '해봐', '말', '들으니까', '진정', '되는', '거', '같아']"
4242,일반 대화,"['자기야', '요즘', '너무', '예민해', '뭐', '때문', '그냥', '사소한', '에도', '신경', '곤', '두', '서고', '감정', '기복', '심해', '그럴', '땐', '감정', '인정', '해', '주고', '너무', '억', '누르지', '마', '한테', '말', '니까', '마음', '편해졌어']"
4243,일반 대화,"['자기야', '요즘', '자꾸', '우울해져', '헐', '있었어', '그냥', '이유', '없이', '가라앉는', '기분', '이야', '그럴', '는', '좋아하는', '거', '기분', '풀어', '조언', '대로', '해볼게', '고마워']"
4244,일반 대화,"['자기야', '요즘', '너무', '고민', '많아', '고민', '인데', '그냥', '내', '가고', '있는', '길이', '맞나', '계속', '생각', '하게', '돼', '자기야', '정답', '은', '없어', '만의', '속도', '가도', '충분해', '말', '들으니까', '마음', '놓인다']"
4245,일반 대화,"['자기야', '오늘', '너무', '바빠서', '정신', '없었어', '헐', '점심', '은', '제대로', '먹었어', '대충', '때웠어', '그럴', '줄', '저녁', '은', '내', '맛있는', '거', '사줄게', '헐', '감동', '이야', '역시', '내', '사랑', '최고']"
4246,일반 대화,"['자기야', '요즘', '너무', '조급해지는', '거', '같아', '뭐', '신경', '쓰여', '그냥', '빨리', '뭔가', '성과', '내야', '할', '거', '같은', '기분', '이야', '자기야', '중요한', '건', '과정', '이야', '너무', '서두르지', '마', '맞아', '말', '듣고', '차분해져야겠다']"
4247,일반 대화,"['자기야', '요즘', '자꾸', '걱정', '많아', '걱정', '이야', '그냥', '별거', '아닌데도', '불안하고', '신경', '쓰여', '그럴', '땐', '한테', '다', '말', '해', '앓지', '말고', '랑', '얘기', '하니까', '나아지는', '거', '같아']"
4248,일반 대화,"['자기야', '요즘', '너무', '스트레스', '받아', '있어', '그냥', '해야', '할', '일도', '많고', '생각', '도', '많아서', '지치는', '거', '같아', '그럴', '땐', '한테', '보상', '줘', '맛있는', '거', '먹으면서', '쉬자', '좋은', '생각', '랑', '먹으면', '더', '맛있을', '거', '같아']"
4249,일반 대화,"['자기야', '요즘', '너무', '혼란', '스러워', '뭐', '때문', '그냥', '뭘', '해도', '확신', '안', '들고', '계속', '불안해', '자기야', '괜찮아', '천천히', '생각', '만의', '답', '찾아도', '돼', '말', '들으니까', '안정', '되는', '거', '같아']"
4250,일반 대화,"['자기야', '연락', '씹었어', '폰', '보긴', '했는데', '답', '못', '했어', '그게', '말', '이야', '읽었으면', '답', '이라도', '해줘야지', '미안해', '근데', '그냥', '있고', '싶었어', '그럴', '거', '면', '적어도', '라도', '말', '해줬으면', '좋겠어']"
4251,일반 대화,"['자기야', '요즘', '한테', '너무', '무심한', '거', '아니야', '아니야', '그런', '거', '아닌데', '요즘', '은', '먼저', '연락', '도', '안', '하고', '만', '계속', '신경', '쓰는', '거', '같아', '그게', '아니라', '나도', '요즘', '바빠서', '바쁜', '거', '알', '나도', '신경', '써줘']"
4252,일반 대화,"['어제', '약속', '취소', '했어', '그냥', '피곤해서', '미안해', '미리', '말', '이라도', '해줬어야지', '기다렸잖아', '알겠어', '엔', '꼭', '미리', '말', '할게', '알겠어', '근데', '엔', '진짜', '그러지', '마']"
4253,일반 대화,"['자기야', '진짜', '서운해', '뭐', '문제', '인데', '오늘', '하루', '종일', '내', '연락', '도', '제대로', '안', '보고', '바빠서', '그랬어', '일부러', '그런', '거', '아니야', '최소한', '신경', '은', '써줬으면', '좋겠어']"
4254,일반 대화,"['자기야', '요즘', '너무', '변한', '거', '같아', '내', '말', '이야', '예전', '엔', '먼저', '연락', '도', '자주', '하고', '보고', '싶다고도', '했잖아', '그게', '요즘', '정신', '없어서', '바쁘더라도', '만', '더', '신경', '써줄', '수', '있어']"
4255,일반 대화,"['내', '말', '그냥', '흘려', '들어', '아니야', '들었어', '반응', '없어', '난', '진지하게', '얘기', '하는', '건데', '미안', '나도', '생각', '할', '필요했어', '부턴', '그냥', '대답', '이라도', '해줘', '너무', '답답해']"
4256,일반 대화,"['자기야', '솔직히', '서운해', '뭐', '때문', '맨날', '내', '얘기', '는', '대충', '듣고', '얘기', '만', '하잖아', '그런', '건', '아닌데', '나도', '모르게', '그랬나', '한', '번', '쯤', '은', '내', '얘기', '도', '들어줬으면', '좋겠어']"
4257,일반 대화,"['자기야', '자꾸', '싸우는', '거', '같아', '그러게', '나도', '답답해', '서로', '이해', '하려고', '노력', '해야', '하는데', '자꾸', '오해', '생기는', '거', '같아', '맞아', '그냥', '대화', '방식', '문제', '있는', '걸까', '그럴', '수도', '있어', '천천히', '대화', '풀어', '보자']"
4258,일반 대화,"['어제', '내', '한', '말', '기억', '이나', '해', '거', '기억', '도', '못', '하잖아', '내', '괜히', '서운한', '게', '아니야', '미안해', '진짜', '기억', '안', '다시', '말', '해주면', '안', '돼', '부턴', '내', '말', '신경', '써서', '들어줬으면', '좋겠어']"
4259,일반 대화,"['한테', '관심', '있긴', '해', '갑자기', '요즘', '너무', '무심해서', '내', '신경', '쓰는', '만큼', '도', '해줘', '미안해', '나도', '노력', '할게', '만', '노력', '하는', '느낌', '안', '들게', '해줘']"
4260,일반 대화,"['자기야', '너무', '속상해', '인데', '요즘', '자꾸', '다투는', '거', '같아서', '만', '그렇게', '느끼는', '거야', '나도', '너무', '예민해진', '거', '같아', '서로', '더', '신경', '써', '보자']"
4261,일반 대화,"['요즘', '너무', '바쁘다고', '핑계', '대는', '거', '아니야', '아니야', '진짜', '바빴어', '바쁘더라도', '최소한', '연락', '은', '할', '수', '있잖아', '그건', '맞아', '미안해', '앞', '더', '신경', '쓸게', '알겠어', '진짜', '엔', '안', '그러지']"
4262,일반 대화,"['요즘', '은', '보다', '친구', '이랑', '더', '자주', '만나', '아니야', '그냥', '오랜', '만', '본', '거야', '근데', '랑', '약속', '잡', '땐', '맨날', '바쁘다면서', '그건', '타이밍', '안', '맞아서', '그런', '거야', '진짜', '한테', '도', '내주면', '안', '돼']"
4263,일반 대화,"['는', '내', '화났을', '그냥', '모른', '척', '해', '너무', '감정', '적', '대하', '는', '거', '같아서', '대화', '풀려고', '노력', '이라도', '해주면', '좋잖아', '미안해', '부턴', '얘기', '할게', '대화', '풀자']"
4264,일반 대화,"['대화', '할', '자꾸', '핸드폰', '보는', '거', '기분', '나빠', '미안', '무의식', '적', '그랬나', '내', '말', '하는데', '계속', '폰', '만', '보면', '만', '신경', '안', '쓰는', '느낌이잖아', '그럴', '의도', '는', '아니었어', '앞', '조심할게', '내', '예민한', '걸', '수도', '있지만', '신경', '써줘']"
4265,일반 대화,"['자기야', '너무', '서운해', '인데', '그냥', '내', '신경', '쓰는', '거', '비해', '는', '너무', '무심한', '거', '같아서', '미안해', '그런', '줄', '몰랐어', '더', '노력', '할게', '나도', '너무', '예민하게', '생각', '안', '할게']"
4266,일반 대화,"['자기야', '대화', '예전', '같지', '않은', '거', '같아', '뜻', '이야', '예전', '엔', '대화', '도', '더', '많았고', '서로', '한테', '관심', '도', '많았잖아', '런가', '요즘', '바쁘긴', '했는데', '더', '신경', '써', '보자']"
4267,일반 대화,"['는', '맨날', '사과', '만', '하고', '행동', '은', '안', '고쳐', '아니야', '진짜', '바뀌려고', '노력', '하는데', '근데', '똑같이', '반복', '되니까', '나도', '지친다', '알겠어', '진짜', '고칠게', '엔', '꼭', '신경', '쓸게', '말', '뿐', '이면', '안', '돼']"
4268,일반 대화,"['싸울', '마다', '맨날', '대화', '피하', '려고', '하잖아', '감정', '적', '대응', '하면', '더', '안', '좋을까', '그렇다고', '아예', '회피', '하면', '더', '답답해', '알겠어', '엔', '얘기', '할게', '나도', '차분하게', '말', '하도록', '노력', '할게']"
4269,일반 대화,"['는', '랑', '싸우고도', '연락', '한', '통', '없었어', '그냥', '서로', '식힐', '필요할', '거', '같아서', '근데', '난', '무관심한', '거', '같아서', '더', '속상했어', '그럴', '줄', '몰랐어', '엔', '먼저', '연락', '할게', '감정', '쌓이지', '않게', '하자']"
4270,일반 대화,"['자기야', '요즘', '너무', '자주', '싸우는', '거', '같아', '나도', '그렇게', '생각', '해', '이렇게', '사소한', '일로', '도', '티격태격하', '게', '될까', '서로', '예민해져서', '런가', '만', '더', '이해', '하려고', '노력', '해보자']"
4271,일반 대화,"['는', '내', '서운하다고', '하면', '대수롭지', '않게', '넘겨', '그런', '게', '아니라', '내', '반응', '해야', '할지', '몰라서', '그냥', '공감', '이라도', '해주면', '되잖아', '알겠어', '엔', '더', '신경', '써', '볼', '게', '나도', '너무', '예민하게', '굴지', '않도록', '노력', '할게']"
4272,일반 대화,"['는', '내', '말', '하면', '자꾸', '한숨', '쉬어', '아니야', '그냥', '요즘', '너무', '피곤해서', '내', '얘기', '들을', '땐', '집중', '해줬으면', '좋겠어', '미안', '앞', '더', '신경', '쓸게', '서로', '노력', '하자']"
4273,일반 대화,"['자기야', '는', '맨날', '약속', '안', '지켜', '아니야', '일부러', '그런', '게', '아니라', '근데', '번', '이나', '늦었잖아', '기다리는', '거', '너무', '힘들어', '미안해', '엔', '더', '신경', '쓸게', '엔', '진짜', '늦지', '마']"
4274,일반 대화,"['자기야', '솔직히', '너무', '서운해', '인데', '내', '힘들다고', '말', '하면', '그냥', '넘기는', '거', '같아서', '아니야', '그게', '아니라', '위로', '해주고', '싶었는데', '해야', '할지', '몰랐어', '엔', '그냥', '내', '말', '만', '조용히', '들어줘도', '괜찮아']"
4275,일반 대화,"['는', '맨날', '내', '의견', '무시', '해', '무시', '하는', '게', '아니라', '그냥', '내', '생각', '강해서', '런가', '한', '번', '쯤', '은', '내', '말', '도', '존중', '해줬으면', '좋겠어', '알겠어', '엔', '더', '신경', '쓸게', '나도', '더', '이해', '하려고', '노력', '할게']"
4276,일반 대화,"['너무', '자주', '다투는', '거', '같지', '않아', '나도', '요즘', '생각', '했어', '사소한', '걸', '도', '계속', '싸우니까', '힘들어', '서로', '더', '배려', '이야기', '해보자', '그렇게', '하자', '더', '다정하게', '지내자']"
4277,일반 대화,"['는', '내', '뭘', '하든', '관심', '없어', '보이냐', '아니야', '그런', '게', '아니라', '내', '뭘', '하면', '리액션', '도', '없고', '그냥', '흘려', '듣는', '거', '같아', '그건', '미안해', '나도', '모르게', '런가', '앞', '더', '반응', '잘', '해줄게']"
4278,일반 대화,"['는', '내', '기분', '안', '좋을', '도', '모르고', '그냥', '넘어가', '아니야', '나도', '눈치', '채긴', '했는데', '그냥', '라도', '해주면', '좋잖아', '알겠어', '엔', '더', '먼저', '다가갈게', '나도', '너무', '쌓아', '두지', '않도록', '노력', '할게']"
4279,일반 대화,"['자기야', '예전', '같지', '않은', '거', '같아', '뜻', '이야', '예전', '엔', '서로', '신경', '도', '더', '많이', '쓰고', '더', '애틋했던', '거', '같은데', '요즘', '은', '익숙해져서', '런가', '다시', '처음처럼', '노력', '해보자']"
4280,일반 대화,"['는', '내', '뭐', '하자', '고', '하면', '늘', '바쁘다고', '해', '아니야', '진짜', '일이', '많아서', '그런', '건데', '근데', '친구', '이랑', '있을', '땐', '있잖아', '그건', '진짜', '타이밍', '맞아서', '그런', '거야', '랑', '도', '맞출', '수', '있게', '만', '더', '신경', '써줘']"
